hash,ad_id,media_type,ending,filepath
fb582545e4eafcccd8f741a32fe481c6,adid_1216993155485307_7,img,png,data/media/waiting_room/1216993155485307_7.png
fc55e7ab62c9049c1be1452b25c30982,adid_539903037105766,vid,mp4,data/media/waiting_room/539903037105766.mp4
1d17eecb2a880b8e94980d2683ab7844,adid_954376452016236,vid,mp4,data/media/waiting_room/954376452016236.mp4
9481e47820688e5d986e9fca79c32ec5,adid_1036027340537378,vid,mp4,data/media/waiting_room/1036027340537378.mp4
fa7c90055400a16e7383deb9de7dcb77,adid_527313015142634_1,img,jpg,data/media/waiting_room/527313015142634_1.jpg
9e5d6e4c21fbaaf77025de65c4a6d36a,adid_527313015142634_2,img,jpg,data/media/waiting_room/527313015142634_2.jpg
11d176a5dde1aa64b6af82e6654a3f9e,adid_527313015142634_3,img,jpg,data/media/waiting_room/527313015142634_3.jpg
a40cda4cab30a8b6e657ec064dc01399,adid_527313015142634_4,img,jpg,data/media/waiting_room/527313015142634_4.jpg
55067ae093af12a9ac0297d8ea994013,adid_568583200973913_1,img,jpg,data/media/waiting_room/568583200973913_1.jpg
ed2aab3b39fe8ef61ab71c3c3456372a,adid_568583200973913_2,img,jpg,data/media/waiting_room/568583200973913_2.jpg
1767506b52575742f91bc95001818393,adid_568583200973913_3,img,jpg,data/media/waiting_room/568583200973913_3.jpg
baad0a9e4474ccf8a607b7cbf6455920,adid_846958362592875_1,img,jpg,data/media/waiting_room/846958362592875_1.jpg
0f8c1950149ce6bdef5baf2174abf622,adid_846958362592875_2,img,jpg,data/media/waiting_room/846958362592875_2.jpg
e2abeef3f0a403cac2dc7652fc0fe06c,adid_846958362592875_3,img,jpg,data/media/waiting_room/846958362592875_3.jpg
7a969877c494046ff4de388d8fd3a135,adid_167244908711596_1,vid,mp4,data/media/waiting_room/167244908711596_1.mp4
84bd896ff806b57340e27b3c2f4a6f3c,adid_167244908711596_2,vid,mp4,data/media/waiting_room/167244908711596_2.mp4
1cabea854fe91002a4283679b4feb536,adid_901641497093290_1,vid,mp4,data/media/waiting_room/901641497093290_1.mp4
826d6918a475aaac25d8abceff2142e7,adid_901641497093290_2,vid,mp4,data/media/waiting_room/901641497093290_2.mp4
7e5f88858874760ab83242228d403455,adid_168460878586517_1,img,jpg,data/media/waiting_room/168460878586517_1.jpg
e9b92533ba252d97d1acc8f40ef27f7e,adid_168460878586517_2,img,jpg,data/media/waiting_room/168460878586517_2.jpg
f4a0f659790e2cd5961a8208f80c74eb,adid_168460878586517_3,img,jpg,data/media/waiting_room/168460878586517_3.jpg
39e74e6edd25e7b1581ffb91ce27df69,adid_794833484876748_1,img,jpg,data/media/waiting_room/794833484876748_1.jpg
944ca0081e4afd622d30eed403754931,adid_794833484876748_2,vid,mp4,data/media/waiting_room/794833484876748_2.mp4
f7ffbce315eaaa53a1c15df6915df560,adid_794833484876748_3,vid,mp4,data/media/waiting_room/794833484876748_3.mp4
d4fcb241df68991e5fab5b0632372da0,adid_794833484876748_4,vid,mp4,data/media/waiting_room/794833484876748_4.mp4
4aacf8682d107deb85b76fa879960e98,adid_794833484876748_5,vid,mp4,data/media/waiting_room/794833484876748_5.mp4
39e74e6edd25e7b1581ffb91ce27df69,adid_521948915539228_1,img,jpg,data/media/waiting_room/521948915539228_1.jpg
d4fcb241df68991e5fab5b0632372da0,adid_521948915539228_2,vid,mp4,data/media/waiting_room/521948915539228_2.mp4
4aacf8682d107deb85b76fa879960e98,adid_521948915539228_3,vid,mp4,data/media/waiting_room/521948915539228_3.mp4
944ca0081e4afd622d30eed403754931,adid_521948915539228_4,vid,mp4,data/media/waiting_room/521948915539228_4.mp4
f7ffbce315eaaa53a1c15df6915df560,adid_521948915539228_5,vid,mp4,data/media/waiting_room/521948915539228_5.mp4
39e74e6edd25e7b1581ffb91ce27df69,adid_1228975434240341_1,img,jpg,data/media/waiting_room/1228975434240341_1.jpg
d4fcb241df68991e5fab5b0632372da0,adid_1228975434240341_2,vid,mp4,data/media/waiting_room/1228975434240341_2.mp4
f7ffbce315eaaa53a1c15df6915df560,adid_1228975434240341_3,vid,mp4,data/media/waiting_room/1228975434240341_3.mp4
4aacf8682d107deb85b76fa879960e98,adid_1228975434240341_4,vid,mp4,data/media/waiting_room/1228975434240341_4.mp4
944ca0081e4afd622d30eed403754931,adid_1228975434240341_5,vid,mp4,data/media/waiting_room/1228975434240341_5.mp4
39e74e6edd25e7b1581ffb91ce27df69,adid_581871096161281_1,img,jpg,data/media/waiting_room/581871096161281_1.jpg
944ca0081e4afd622d30eed403754931,adid_581871096161281_2,vid,mp4,data/media/waiting_room/581871096161281_2.mp4
d4fcb241df68991e5fab5b0632372da0,adid_581871096161281_3,vid,mp4,data/media/waiting_room/581871096161281_3.mp4
4aacf8682d107deb85b76fa879960e98,adid_581871096161281_4,vid,mp4,data/media/waiting_room/581871096161281_4.mp4
f7ffbce315eaaa53a1c15df6915df560,adid_581871096161281_5,vid,mp4,data/media/waiting_room/581871096161281_5.mp4
39e74e6edd25e7b1581ffb91ce27df69,adid_377630570552522_1,img,jpg,data/media/waiting_room/377630570552522_1.jpg
d4fcb241df68991e5fab5b0632372da0,adid_377630570552522_2,vid,mp4,data/media/waiting_room/377630570552522_2.mp4
f7ffbce315eaaa53a1c15df6915df560,adid_377630570552522_3,vid,mp4,data/media/waiting_room/377630570552522_3.mp4
4aacf8682d107deb85b76fa879960e98,adid_377630570552522_4,vid,mp4,data/media/waiting_room/377630570552522_4.mp4
944ca0081e4afd622d30eed403754931,adid_377630570552522_5,vid,mp4,data/media/waiting_room/377630570552522_5.mp4
39e74e6edd25e7b1581ffb91ce27df69,adid_1788685527989498_1,img,jpg,data/media/waiting_room/1788685527989498_1.jpg
944ca0081e4afd622d30eed403754931,adid_1788685527989498_2,vid,mp4,data/media/waiting_room/1788685527989498_2.mp4
d4fcb241df68991e5fab5b0632372da0,adid_1788685527989498_3,vid,mp4,data/media/waiting_room/1788685527989498_3.mp4
f7ffbce315eaaa53a1c15df6915df560,adid_1788685527989498_4,vid,mp4,data/media/waiting_room/1788685527989498_4.mp4
4aacf8682d107deb85b76fa879960e98,adid_1788685527989498_5,vid,mp4,data/media/waiting_room/1788685527989498_5.mp4
39e74e6edd25e7b1581ffb91ce27df69,adid_860682781220536_1,img,jpg,data/media/waiting_room/860682781220536_1.jpg
944ca0081e4afd622d30eed403754931,adid_860682781220536_2,vid,mp4,data/media/waiting_room/860682781220536_2.mp4
4aacf8682d107deb85b76fa879960e98,adid_860682781220536_3,vid,mp4,data/media/waiting_room/860682781220536_3.mp4
d4fcb241df68991e5fab5b0632372da0,adid_860682781220536_4,vid,mp4,data/media/waiting_room/860682781220536_4.mp4
f7ffbce315eaaa53a1c15df6915df560,adid_860682781220536_5,vid,mp4,data/media/waiting_room/860682781220536_5.mp4
39e74e6edd25e7b1581ffb91ce27df69,adid_4634573086587827_1,img,jpg,data/media/waiting_room/4634573086587827_1.jpg
944ca0081e4afd622d30eed403754931,adid_4634573086587827_2,vid,mp4,data/media/waiting_room/4634573086587827_2.mp4
f7ffbce315eaaa53a1c15df6915df560,adid_4634573086587827_3,vid,mp4,data/media/waiting_room/4634573086587827_3.mp4
d4fcb241df68991e5fab5b0632372da0,adid_4634573086587827_4,vid,mp4,data/media/waiting_room/4634573086587827_4.mp4
4aacf8682d107deb85b76fa879960e98,adid_4634573086587827_5,vid,mp4,data/media/waiting_room/4634573086587827_5.mp4
39e74e6edd25e7b1581ffb91ce27df69,adid_362122528696518_1,img,jpg,data/media/waiting_room/362122528696518_1.jpg
944ca0081e4afd622d30eed403754931,adid_362122528696518_2,vid,mp4,data/media/waiting_room/362122528696518_2.mp4
d4fcb241df68991e5fab5b0632372da0,adid_362122528696518_3,vid,mp4,data/media/waiting_room/362122528696518_3.mp4
f7ffbce315eaaa53a1c15df6915df560,adid_362122528696518_4,vid,mp4,data/media/waiting_room/362122528696518_4.mp4
4aacf8682d107deb85b76fa879960e98,adid_362122528696518_5,vid,mp4,data/media/waiting_room/362122528696518_5.mp4
39e74e6edd25e7b1581ffb91ce27df69,adid_1988537141294378_1,img,jpg,data/media/waiting_room/1988537141294378_1.jpg
944ca0081e4afd622d30eed403754931,adid_1988537141294378_2,vid,mp4,data/media/waiting_room/1988537141294378_2.mp4
4aacf8682d107deb85b76fa879960e98,adid_1988537141294378_3,vid,mp4,data/media/waiting_room/1988537141294378_3.mp4
f7ffbce315eaaa53a1c15df6915df560,adid_1988537141294378_4,vid,mp4,data/media/waiting_room/1988537141294378_4.mp4
d4fcb241df68991e5fab5b0632372da0,adid_1988537141294378_5,vid,mp4,data/media/waiting_room/1988537141294378_5.mp4
39e74e6edd25e7b1581ffb91ce27df69,adid_700932630865334_1,img,jpg,data/media/waiting_room/700932630865334_1.jpg
944ca0081e4afd622d30eed403754931,adid_700932630865334_2,vid,mp4,data/media/waiting_room/700932630865334_2.mp4
4aacf8682d107deb85b76fa879960e98,adid_700932630865334_3,vid,mp4,data/media/waiting_room/700932630865334_3.mp4
d4fcb241df68991e5fab5b0632372da0,adid_700932630865334_4,vid,mp4,data/media/waiting_room/700932630865334_4.mp4
f7ffbce315eaaa53a1c15df6915df560,adid_700932630865334_5,vid,mp4,data/media/waiting_room/700932630865334_5.mp4
39e74e6edd25e7b1581ffb91ce27df69,adid_507340713669175_1,img,jpg,data/media/waiting_room/507340713669175_1.jpg
944ca0081e4afd622d30eed403754931,adid_507340713669175_2,vid,mp4,data/media/waiting_room/507340713669175_2.mp4
f7ffbce315eaaa53a1c15df6915df560,adid_507340713669175_3,vid,mp4,data/media/waiting_room/507340713669175_3.mp4
4aacf8682d107deb85b76fa879960e98,adid_507340713669175_4,vid,mp4,data/media/waiting_room/507340713669175_4.mp4
d4fcb241df68991e5fab5b0632372da0,adid_507340713669175_5,vid,mp4,data/media/waiting_room/507340713669175_5.mp4
7e5f88858874760ab83242228d403455,adid_270208691293597_1,img,jpg,data/media/waiting_room/270208691293597_1.jpg
e9b92533ba252d97d1acc8f40ef27f7e,adid_270208691293597_2,img,jpg,data/media/waiting_room/270208691293597_2.jpg
f4a0f659790e2cd5961a8208f80c74eb,adid_270208691293597_3,img,jpg,data/media/waiting_room/270208691293597_3.jpg
1cabea854fe91002a4283679b4feb536,adid_227892752466305_1,vid,mp4,data/media/waiting_room/227892752466305_1.mp4
826d6918a475aaac25d8abceff2142e7,adid_227892752466305_2,vid,mp4,data/media/waiting_room/227892752466305_2.mp4
7a969877c494046ff4de388d8fd3a135,adid_515235676207397_1,vid,mp4,data/media/waiting_room/515235676207397_1.mp4
84bd896ff806b57340e27b3c2f4a6f3c,adid_515235676207397_2,vid,mp4,data/media/waiting_room/515235676207397_2.mp4
518851ad9895f03631f5fc8eac29e00d,adid_2827110634247732,img,jpg,data/media/waiting_room/2827110634247732.jpg
1cabea854fe91002a4283679b4feb536,adid_3031316340415451_1,vid,mp4,data/media/waiting_room/3031316340415451_1.mp4
826d6918a475aaac25d8abceff2142e7,adid_3031316340415451_2,vid,mp4,data/media/waiting_room/3031316340415451_2.mp4
7a969877c494046ff4de388d8fd3a135,adid_4319049461495008_1,vid,mp4,data/media/waiting_room/4319049461495008_1.mp4
84bd896ff806b57340e27b3c2f4a6f3c,adid_4319049461495008_2,vid,mp4,data/media/waiting_room/4319049461495008_2.mp4
fa7c90055400a16e7383deb9de7dcb77,adid_1163817690696152_1,img,jpg,data/media/waiting_room/1163817690696152_1.jpg
9e5d6e4c21fbaaf77025de65c4a6d36a,adid_1163817690696152_2,img,jpg,data/media/waiting_room/1163817690696152_2.jpg
11d176a5dde1aa64b6af82e6654a3f9e,adid_1163817690696152_3,img,jpg,data/media/waiting_room/1163817690696152_3.jpg
a40cda4cab30a8b6e657ec064dc01399,adid_1163817690696152_4,img,jpg,data/media/waiting_room/1163817690696152_4.jpg
55067ae093af12a9ac0297d8ea994013,adid_261301158965128_1,img,jpg,data/media/waiting_room/261301158965128_1.jpg
ed2aab3b39fe8ef61ab71c3c3456372a,adid_261301158965128_2,img,jpg,data/media/waiting_room/261301158965128_2.jpg
1767506b52575742f91bc95001818393,adid_261301158965128_3,img,jpg,data/media/waiting_room/261301158965128_3.jpg
baad0a9e4474ccf8a607b7cbf6455920,adid_619529036100977_1,img,jpg,data/media/waiting_room/619529036100977_1.jpg
0f8c1950149ce6bdef5baf2174abf622,adid_619529036100977_2,img,jpg,data/media/waiting_room/619529036100977_2.jpg
e2abeef3f0a403cac2dc7652fc0fe06c,adid_619529036100977_3,img,jpg,data/media/waiting_room/619529036100977_3.jpg
7e5f88858874760ab83242228d403455,adid_370564297898363_1,img,jpg,data/media/waiting_room/370564297898363_1.jpg
e9b92533ba252d97d1acc8f40ef27f7e,adid_370564297898363_2,img,jpg,data/media/waiting_room/370564297898363_2.jpg
f4a0f659790e2cd5961a8208f80c74eb,adid_370564297898363_3,img,jpg,data/media/waiting_room/370564297898363_3.jpg
7e5f88858874760ab83242228d403455,adid_1178138669262319_1,img,jpg,data/media/waiting_room/1178138669262319_1.jpg
e9b92533ba252d97d1acc8f40ef27f7e,adid_1178138669262319_2,img,jpg,data/media/waiting_room/1178138669262319_2.jpg
f4a0f659790e2cd5961a8208f80c74eb,adid_1178138669262319_3,img,jpg,data/media/waiting_room/1178138669262319_3.jpg
7e5f88858874760ab83242228d403455,adid_688493605447399_1,img,jpg,data/media/waiting_room/688493605447399_1.jpg
e9b92533ba252d97d1acc8f40ef27f7e,adid_688493605447399_2,img,jpg,data/media/waiting_room/688493605447399_2.jpg
f4a0f659790e2cd5961a8208f80c74eb,adid_688493605447399_3,img,jpg,data/media/waiting_room/688493605447399_3.jpg
1cabea854fe91002a4283679b4feb536,adid_385080379789266_1,vid,mp4,data/media/waiting_room/385080379789266_1.mp4
826d6918a475aaac25d8abceff2142e7,adid_385080379789266_2,vid,mp4,data/media/waiting_room/385080379789266_2.mp4
7a969877c494046ff4de388d8fd3a135,adid_1439857446414401_1,vid,mp4,data/media/waiting_room/1439857446414401_1.mp4
84bd896ff806b57340e27b3c2f4a6f3c,adid_1439857446414401_2,vid,mp4,data/media/waiting_room/1439857446414401_2.mp4
fa7c90055400a16e7383deb9de7dcb77,adid_564993764917692_1,img,jpg,data/media/waiting_room/564993764917692_1.jpg
9e5d6e4c21fbaaf77025de65c4a6d36a,adid_564993764917692_2,img,jpg,data/media/waiting_room/564993764917692_2.jpg
11d176a5dde1aa64b6af82e6654a3f9e,adid_564993764917692_3,img,jpg,data/media/waiting_room/564993764917692_3.jpg
a40cda4cab30a8b6e657ec064dc01399,adid_564993764917692_4,img,jpg,data/media/waiting_room/564993764917692_4.jpg
baad0a9e4474ccf8a607b7cbf6455920,adid_309323944301509_1,img,jpg,data/media/waiting_room/309323944301509_1.jpg
0f8c1950149ce6bdef5baf2174abf622,adid_309323944301509_2,img,jpg,data/media/waiting_room/309323944301509_2.jpg
e2abeef3f0a403cac2dc7652fc0fe06c,adid_309323944301509_3,img,jpg,data/media/waiting_room/309323944301509_3.jpg
55067ae093af12a9ac0297d8ea994013,adid_433079894744191_1,img,jpg,data/media/waiting_room/433079894744191_1.jpg
ed2aab3b39fe8ef61ab71c3c3456372a,adid_433079894744191_2,img,jpg,data/media/waiting_room/433079894744191_2.jpg
1767506b52575742f91bc95001818393,adid_433079894744191_3,img,jpg,data/media/waiting_room/433079894744191_3.jpg
7a969877c494046ff4de388d8fd3a135,adid_4171775796272396_1,vid,mp4,data/media/waiting_room/4171775796272396_1.mp4
84bd896ff806b57340e27b3c2f4a6f3c,adid_4171775796272396_2,vid,mp4,data/media/waiting_room/4171775796272396_2.mp4
1cabea854fe91002a4283679b4feb536,adid_570201327461644_1,vid,mp4,data/media/waiting_room/570201327461644_1.mp4
826d6918a475aaac25d8abceff2142e7,adid_570201327461644_2,vid,mp4,data/media/waiting_room/570201327461644_2.mp4
55067ae093af12a9ac0297d8ea994013,adid_250274773623218_1,img,jpg,data/media/waiting_room/250274773623218_1.jpg
ed2aab3b39fe8ef61ab71c3c3456372a,adid_250274773623218_2,img,jpg,data/media/waiting_room/250274773623218_2.jpg
1767506b52575742f91bc95001818393,adid_250274773623218_3,img,jpg,data/media/waiting_room/250274773623218_3.jpg
baad0a9e4474ccf8a607b7cbf6455920,adid_206734254774916_1,img,jpg,data/media/waiting_room/206734254774916_1.jpg
0f8c1950149ce6bdef5baf2174abf622,adid_206734254774916_2,img,jpg,data/media/waiting_room/206734254774916_2.jpg
e2abeef3f0a403cac2dc7652fc0fe06c,adid_206734254774916_3,img,jpg,data/media/waiting_room/206734254774916_3.jpg
fa7c90055400a16e7383deb9de7dcb77,adid_249544350365412_1,img,jpg,data/media/waiting_room/249544350365412_1.jpg
9e5d6e4c21fbaaf77025de65c4a6d36a,adid_249544350365412_2,img,jpg,data/media/waiting_room/249544350365412_2.jpg
11d176a5dde1aa64b6af82e6654a3f9e,adid_249544350365412_3,img,jpg,data/media/waiting_room/249544350365412_3.jpg
a40cda4cab30a8b6e657ec064dc01399,adid_249544350365412_4,img,jpg,data/media/waiting_room/249544350365412_4.jpg
931fe48f60e73a1c92c66200b7bd386d,adid_975219613046402,img,jpg,data/media/waiting_room/975219613046402.jpg
931fe48f60e73a1c92c66200b7bd386d,adid_587002499127868,img,jpg,data/media/waiting_room/587002499127868.jpg
a9f1681edb22afeb35e328bbe86fecbc,adid_1530648017277431_1,img,jpg,data/media/waiting_room/1530648017277431_1.jpg
9e62218e2f80c37b89ddb1e706fc4d4f,adid_1530648017277431_2,img,jpg,data/media/waiting_room/1530648017277431_2.jpg
5325cdf3a0611b45df91c1b8b8cebb7d,adid_1530648017277431_3,img,jpg,data/media/waiting_room/1530648017277431_3.jpg
a9f1681edb22afeb35e328bbe86fecbc,adid_336287584953159_1,img,jpg,data/media/waiting_room/336287584953159_1.jpg
9e62218e2f80c37b89ddb1e706fc4d4f,adid_336287584953159_2,img,jpg,data/media/waiting_room/336287584953159_2.jpg
5325cdf3a0611b45df91c1b8b8cebb7d,adid_336287584953159_3,img,jpg,data/media/waiting_room/336287584953159_3.jpg
9481e47820688e5d986e9fca79c32ec5,adid_568869274316840,vid,mp4,data/media/waiting_room/568869274316840.mp4
099d1791d7216cbee3b4ba5a4f2a9597,adid_829169201123486,vid,mp4,data/media/waiting_room/829169201123486.mp4
d3dd010533b4407bdcd90430ae60dddd,adid_1027331424788068,img,jpg,data/media/waiting_room/1027331424788068.jpg
d3dd010533b4407bdcd90430ae60dddd,adid_163689089140415_1,img,jpg,data/media/waiting_room/163689089140415_1.jpg
d99b74a792e95c4d0baefeb50ed6f82c,adid_163689089140415_2,img,png,data/media/waiting_room/163689089140415_2.png
90123880d76dac6fa1f70365e6429d53,adid_163689089140415_3,vid,mp4,data/media/waiting_room/163689089140415_3.mp4
5152d8a4abd7333ce3800cea8758d7aa,adid_274565984151631,img,jpg,data/media/waiting_room/274565984151631.jpg
9b34c21a4f45e8add50e34e07b33591e,adid_554398502281050,img,jpg,data/media/waiting_room/554398502281050.jpg
f32f90a88dcb664021a99d4a69dbd9ad,adid_352793426385013,img,jpg,data/media/waiting_room/352793426385013.jpg
3a7a62c8624acb038c753a74793c7ac9,adid_554432132241246_1,img,png,data/media/waiting_room/554432132241246_1.png
ec17733e6321f55ea0ce06a3e7e6a297,adid_554432132241246_2,img,png,data/media/waiting_room/554432132241246_2.png
4b1fc117dcdd3bf1c50f0555599d8947,adid_1277287956020688_1,img,png,data/media/waiting_room/1277287956020688_1.png
08e3f874594b9d4d076c4ce8b8a14cba,adid_1277287956020688_2,img,png,data/media/waiting_room/1277287956020688_2.png
a3a20cdff0f71458858561cc4d0d1bb7,adid_851743025766408_1,img,png,data/media/waiting_room/851743025766408_1.png
c54cb3ff6bf7e054908a511b5c120187,adid_851743025766408_2,img,png,data/media/waiting_room/851743025766408_2.png
38868cabffa68a6b84acb8003dba6ba8,adid_597428741257579_1,img,png,data/media/waiting_room/597428741257579_1.png
52d3f4b341316d79a8581deea456eaa0,adid_597428741257579_2,img,png,data/media/waiting_room/597428741257579_2.png
7f07240d85280cce12b8161e5b9a0efc,adid_856776498551091_1,img,png,data/media/waiting_room/856776498551091_1.png
89fa8abf73a16f9b671ef0f405e91def,adid_856776498551091_2,img,png,data/media/waiting_room/856776498551091_2.png
b41135efda7326fb8f468760dcc1573b,adid_1678803689175398,vid,mp4,data/media/waiting_room/1678803689175398.mp4
2272682ad0fedc6111944e8310778e4d,adid_608856140102947,vid,mp4,data/media/waiting_room/608856140102947.mp4
02145896b5d898ca473ff85774ffc0b2,adid_569956867778386,vid,mp4,data/media/waiting_room/569956867778386.mp4
04b1131778420801eb3d77f34b398606,adid_560902281584263,vid,mp4,data/media/waiting_room/560902281584263.mp4
50f9571a35544488f88fa0b6f7b7c382,adid_548125202888840,vid,mp4,data/media/waiting_room/548125202888840.mp4
2b3d98e12e737e892813a86fa02f5870,adid_228552222323918,vid,mp4,data/media/waiting_room/228552222323918.mp4
f36c5822fd58128ad757dd1735e0c760,adid_1381095565608089_1,img,png,data/media/waiting_room/1381095565608089_1.png
36630a0401e15fca1023721df82f1635,adid_1381095565608089_2,img,png,data/media/waiting_room/1381095565608089_2.png
da3ab8e81336f7df85e781cfd637c3b4,adid_1164968664024722_1,img,png,data/media/waiting_room/1164968664024722_1.png
c9732240e170daf1f4a90e61a65fa095,adid_1164968664024722_2,img,png,data/media/waiting_room/1164968664024722_2.png
899da7c0e100b820a45e181e66ff0819,adid_930378014174674,img,png,data/media/waiting_room/930378014174674.png
959af88412cf75d1fffb17a451c0bf94,adid_801170813804100_1,img,png,data/media/waiting_room/801170813804100_1.png
9f3f6dd92198c9f729f352e2b1ae43f2,adid_801170813804100_2,img,png,data/media/waiting_room/801170813804100_2.png
6bfbbe136ab502acc342750d491e7ec9,adid_351845296505854_1,img,png,data/media/waiting_room/351845296505854_1.png
eeef744d69c6f8480df44dde2edca561,adid_351845296505854_2,img,png,data/media/waiting_room/351845296505854_2.png
f53109687f5d31279d70011512cbc871,adid_350930016490723_1,img,png,data/media/waiting_room/350930016490723_1.png
c6c75b87a973e227836efd5aeef03888,adid_350930016490723_2,img,png,data/media/waiting_room/350930016490723_2.png
9339184d746a984e3d06cbf6c2c328f9,adid_340890557655225_1,img,png,data/media/waiting_room/340890557655225_1.png
7ddca4e5bf3b4c68188203d4e2bddff6,adid_340890557655225_2,img,png,data/media/waiting_room/340890557655225_2.png
e17785eddbba5985c051f4d3e6c3c789,adid_245811647358825_1,img,png,data/media/waiting_room/245811647358825_1.png
b986075245c11fd08cb85a87ccfc1355,adid_245811647358825_2,img,png,data/media/waiting_room/245811647358825_2.png
78046b0914f57906883137bf43a41705,adid_158262976395312_1,img,png,data/media/waiting_room/158262976395312_1.png
2fa47b87d5ba3a1e456fd3a01fe96143,adid_158262976395312_2,img,png,data/media/waiting_room/158262976395312_2.png
6f7c2e551e06b12ec47820e04a841f87,adid_1170441863366260_1,vid,mp4,data/media/waiting_room/1170441863366260_1.mp4
44b3868a7e3dc06b9d935c5428bf076e,adid_1170441863366260_2,vid,mp4,data/media/waiting_room/1170441863366260_2.mp4
6f7c2e551e06b12ec47820e04a841f87,adid_2788482448109493_1,vid,mp4,data/media/waiting_room/2788482448109493_1.mp4
44b3868a7e3dc06b9d935c5428bf076e,adid_2788482448109493_2,vid,mp4,data/media/waiting_room/2788482448109493_2.mp4
44b3868a7e3dc06b9d935c5428bf076e,adid_501954137825715_1,vid,mp4,data/media/waiting_room/501954137825715_1.mp4
